ID,URL,Name,Make,Day/Night,Environment,ShotType,Date,No_of_faces,Captions,Action,Location
DSCF9395.JPG,https://drive.google.com/file/d/1QOBnomdk-Qn__UNkV3qyVCrzY0pkrbXL/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,indoor,close,6/5/2023,6,"['the men are celebrating with the cake on the table', 'a group of young men who are standing around a cake', 'a group of people stand by a cake']",celebrating,Chennai
DSCF9395.JPG,https://drive.google.com/file/d/1QOBnomdk-Qn__UNkV3qyVCrzY0pkrbXL/view?usp=drivesdk,Sanjay Natarajan,Fujifilm,night,indoor,close,6/5/2023,6,"['the men are celebrating with the cake on the table', 'a group of young men who are standing around a cake', 'a group of people stand by a cake']",celebrating,Chennai
DSCF9388.JPG,https://drive.google.com/file/d/1vtTaLSfBiRkyVpZnHZ5ULfv4jQD3lWDw/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of athletes are gathered around a chocolate cake', 'there are several young men and one man eating cake', 'group of athletes cutting cake on a table']",celebrating,Chennai
DSCF9388.JPG,https://drive.google.com/file/d/1vtTaLSfBiRkyVpZnHZ5ULfv4jQD3lWDw/view?usp=drivesdk,Shivam Dube,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of athletes are gathered around a chocolate cake', 'there are several young men and one man eating cake', 'group of athletes cutting cake on a table']",celebrating,Chennai
DSCF9382.JPG,https://drive.google.com/file/d/14X6At_20p-fmweqNZhRfuEOB4KvHfCBO/view?usp=drivesdk,Sanjay Natarajan,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of players posing for a photo', 'a group of men that are standing in a room', 'the indian team is having a look at their gear']",celebrating,Chennai
DSCF9382.JPG,https://drive.google.com/file/d/14X6At_20p-fmweqNZhRfuEOB4KvHfCBO/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of players posing for a photo', 'a group of men that are standing in a room', 'the indian team is having a look at their gear']",celebrating,Chennai
DSCF9382.JPG,https://drive.google.com/file/d/14X6At_20p-fmweqNZhRfuEOB4KvHfCBO/view?usp=drivesdk,Mitchell Santner,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of players posing for a photo', 'a group of men that are standing in a room', 'the indian team is having a look at their gear']",celebrating,Chennai
DSCF9382.JPG,https://drive.google.com/file/d/14X6At_20p-fmweqNZhRfuEOB4KvHfCBO/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of players posing for a photo', 'a group of men that are standing in a room', 'the indian team is having a look at their gear']",celebrating,Chennai
DSCF9382.JPG,https://drive.google.com/file/d/14X6At_20p-fmweqNZhRfuEOB4KvHfCBO/view?usp=drivesdk,Shaik Rasheed,Fujifilm,night,indoor,close,6/5/2023,6,"['a group of players posing for a photo', 'a group of men that are standing in a room', 'the indian team is having a look at their gear']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,Rajvardhan Hangargekar,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,Sanjay Natarajan,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,R Russell,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9360.JPG,https://drive.google.com/file/d/1lb7xZy-qQyIDlmIvUHI-8gEImdk341Kx/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,indoor,close,6/5/2023,6,"['the cricket players are waiting to eat the cake', 'the team is all dressed in bright yellow', 'the players look at cake and decorations while waiting to cut them']",celebrating,Chennai
DSCF9359.JPG,https://drive.google.com/file/d/1BxLFtRR3RpdYtyD3SL-NWOTOfo6IFI7b/view?usp=drivesdk,Devon Conway,Fujifilm,night,indoor,close,6/5/2023,6,"['men in yellow and blue uniforms looking at the birthday cake', 'a group of men standing around a cake on a table', 'there are many cricketball players standing around in uniform']",celebrating,Chennai
DSCF9359.JPG,https://drive.google.com/file/d/1BxLFtRR3RpdYtyD3SL-NWOTOfo6IFI7b/view?usp=drivesdk,Ms Dhoni,Fujifilm,night,indoor,close,6/5/2023,6,"['men in yellow and blue uniforms looking at the birthday cake', 'a group of men standing around a cake on a table', 'there are many cricketball players standing around in uniform']",celebrating,Chennai
DSCF9350.JPG,https://drive.google.com/file/d/1XZkVijKcDD4SiLBZ0EY-uMfBHYXw9fMq/view?usp=drivesdk,Shivam Dube,Fujifilm,night,indoor,close,6/5/2023,6,"['group of men in blue and yellow uniforms standing in front of a cake', 'a group of athletes are having some fun', 'the cricketball players are wearing blue uniforms']",celebrating,Chennai
DSCF9350.JPG,https://drive.google.com/file/d/1XZkVijKcDD4SiLBZ0EY-uMfBHYXw9fMq/view?usp=drivesdk,R Russell,Fujifilm,night,indoor,close,6/5/2023,6,"['group of men in blue and yellow uniforms standing in front of a cake', 'a group of athletes are having some fun', 'the cricketball players are wearing blue uniforms']",celebrating,Chennai
DSCF9350.JPG,https://drive.google.com/file/d/1XZkVijKcDD4SiLBZ0EY-uMfBHYXw9fMq/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,indoor,close,6/5/2023,6,"['group of men in blue and yellow uniforms standing in front of a cake', 'a group of athletes are having some fun', 'the cricketball players are wearing blue uniforms']",celebrating,Chennai
DSCF9350.JPG,https://drive.google.com/file/d/1XZkVijKcDD4SiLBZ0EY-uMfBHYXw9fMq/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,indoor,close,6/5/2023,6,"['group of men in blue and yellow uniforms standing in front of a cake', 'a group of athletes are having some fun', 'the cricketball players are wearing blue uniforms']",celebrating,Chennai
DSCF2537.JPG,https://drive.google.com/file/d/11vNiYHI6S--ldR-mudmo-KJLfZz7Kg5C/view?usp=drivesdk,Bhagath Varma,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men in yellow are playing on a court', 'there are many men wearing hats on stage', 'the men wearing hats are shaking hands with one another']",award ceremony,Chennai
DSCF2537.JPG,https://drive.google.com/file/d/11vNiYHI6S--ldR-mudmo-KJLfZz7Kg5C/view?usp=drivesdk,Deepak Chahar,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men in yellow are playing on a court', 'there are many men wearing hats on stage', 'the men wearing hats are shaking hands with one another']",award ceremony,Chennai
DSCF2537.JPG,https://drive.google.com/file/d/11vNiYHI6S--ldR-mudmo-KJLfZz7Kg5C/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men in yellow are playing on a court', 'there are many men wearing hats on stage', 'the men wearing hats are shaking hands with one another']",award ceremony,Chennai
DSCF2533.JPG,https://drive.google.com/file/d/1oa5VD8sc8Z_ALDv8xR_hXITgqjkXnFGL/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,outdoor,close,11/5/2023,6,"['men in yellow shirts and hats on stage', 'a group of men in yellow shirts giving an award to each other', 'a man and some guys in yellow shirts']",award ceremony,Chennai
DSCF2533.JPG,https://drive.google.com/file/d/1oa5VD8sc8Z_ALDv8xR_hXITgqjkXnFGL/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,outdoor,close,11/5/2023,6,"['men in yellow shirts and hats on stage', 'a group of men in yellow shirts giving an award to each other', 'a man and some guys in yellow shirts']",award ceremony,Chennai
DSCF2533.JPG,https://drive.google.com/file/d/1oa5VD8sc8Z_ALDv8xR_hXITgqjkXnFGL/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,outdoor,close,11/5/2023,6,"['men in yellow shirts and hats on stage', 'a group of men in yellow shirts giving an award to each other', 'a man and some guys in yellow shirts']",award ceremony,Chennai
DSCF2532.JPG,https://drive.google.com/file/d/1wEiuH7pt3hg02IZ0AefmIc4uoq_7y2PD/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men are posing for a picture holding a trophy', 'three men posing with two others in front of the same sign', 'a group of men standing on top of a stage']",award ceremony,Chennai
DSCF2532.JPG,https://drive.google.com/file/d/1wEiuH7pt3hg02IZ0AefmIc4uoq_7y2PD/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men are posing for a picture holding a trophy', 'three men posing with two others in front of the same sign', 'a group of men standing on top of a stage']",award ceremony,Chennai
DSCF2532.JPG,https://drive.google.com/file/d/1wEiuH7pt3hg02IZ0AefmIc4uoq_7y2PD/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,outdoor,close,11/5/2023,6,"['the men are posing for a picture holding a trophy', 'three men posing with two others in front of the same sign', 'a group of men standing on top of a stage']",award ceremony,Chennai
DSCF2529.JPG,https://drive.google.com/file/d/1h6jMRpMn-wUKgIKOhtsrK4qurlsyowgH/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,outdoor,close,11/5/2023,6,"['men stand and hold up fake photos of their faces on a display', 'a group of men standing around each other', 'five men with yellow shirts talking to one man']",award ceremony,Chennai
DSCF2529.JPG,https://drive.google.com/file/d/1h6jMRpMn-wUKgIKOhtsrK4qurlsyowgH/view?usp=drivesdk,Ms Dhoni,Fujifilm,day,outdoor,close,11/5/2023,6,"['men stand and hold up fake photos of their faces on a display', 'a group of men standing around each other', 'five men with yellow shirts talking to one man']",award ceremony,Chennai
DSCF2529.JPG,https://drive.google.com/file/d/1h6jMRpMn-wUKgIKOhtsrK4qurlsyowgH/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,outdoor,close,11/5/2023,6,"['men stand and hold up fake photos of their faces on a display', 'a group of men standing around each other', 'five men with yellow shirts talking to one man']",award ceremony,Chennai
2023_0517_14305000.jpg,https://drive.google.com/file/d/14eB2wVhAmOYeQHdJaNgNDDtEbWtfNoT2/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,outdoor,close,17/05/2023,7,"['men sitting on black chairs with yellow shirts and coca cola posters behind them', 'a group of men sitting around a table with coca colas', 'three men in bright yellow shirts are seated on a stage']",speaking,Chennai
2023_0517_14305000.jpg,https://drive.google.com/file/d/14eB2wVhAmOYeQHdJaNgNDDtEbWtfNoT2/view?usp=drivesdk,Dwayne Bravo,Fujifilm,day,outdoor,close,17/05/2023,7,"['men sitting on black chairs with yellow shirts and coca cola posters behind them', 'a group of men sitting around a table with coca colas', 'three men in bright yellow shirts are seated on a stage']",speaking,Chennai
2023_0517_14305000.jpg,https://drive.google.com/file/d/14eB2wVhAmOYeQHdJaNgNDDtEbWtfNoT2/view?usp=drivesdk,Shivam Dube,Fujifilm,day,outdoor,close,17/05/2023,7,"['men sitting on black chairs with yellow shirts and coca cola posters behind them', 'a group of men sitting around a table with coca colas', 'three men in bright yellow shirts are seated on a stage']",speaking,Chennai
2023_0517_14305000.jpg,https://drive.google.com/file/d/14eB2wVhAmOYeQHdJaNgNDDtEbWtfNoT2/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,outdoor,close,17/05/2023,7,"['men sitting on black chairs with yellow shirts and coca cola posters behind them', 'a group of men sitting around a table with coca colas', 'three men in bright yellow shirts are seated on a stage']",speaking,Chennai
2023_0517_14305000.jpg,https://drive.google.com/file/d/14eB2wVhAmOYeQHdJaNgNDDtEbWtfNoT2/view?usp=drivesdk,Ben Stokes,Fujifilm,day,outdoor,close,17/05/2023,7,"['men sitting on black chairs with yellow shirts and coca cola posters behind them', 'a group of men sitting around a table with coca colas', 'three men in bright yellow shirts are seated on a stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Ben Stokes,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Deepak Chahar,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Devon Conway,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0516_21392200.jpg,https://drive.google.com/file/d/15T7S3WltC1zhYl9TjzvVCvCL998mRFPv/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,night,outdoor,close,16/05/2023,7,"['a group of men sitting on top of a wooden bench', 'some players are sitting on chairs in front of a large screen', 'a group of men sitting on top of stage']",speaking,Chennai
2023_0514_23502500.jpg,https://drive.google.com/file/d/1qpfAjieskvZjSGl670fD-8LnjCqh9E-j/view?usp=drivesdk,Rajvardhan Hangargekar,Fujifilm,night,outdoor,close,14/05/2023,7,"['cricket players in bright yellow uniforms walk down the court', 'the indian team walking with their rackets', 'cricket players and spectators standing behind a sign at a game']",walking,Chennai
2023_0514_23502500.jpg,https://drive.google.com/file/d/1qpfAjieskvZjSGl670fD-8LnjCqh9E-j/view?usp=drivesdk,Tushar Deshpande,Fujifilm,night,outdoor,close,14/05/2023,7,"['cricket players in bright yellow uniforms walk down the court', 'the indian team walking with their rackets', 'cricket players and spectators standing behind a sign at a game']",walking,Chennai
2023_0514_23502500.jpg,https://drive.google.com/file/d/1qpfAjieskvZjSGl670fD-8LnjCqh9E-j/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,night,outdoor,close,14/05/2023,7,"['cricket players in bright yellow uniforms walk down the court', 'the indian team walking with their rackets', 'cricket players and spectators standing behind a sign at a game']",walking,Chennai
2023_0514_23502500.jpg,https://drive.google.com/file/d/1qpfAjieskvZjSGl670fD-8LnjCqh9E-j/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,outdoor,close,14/05/2023,7,"['cricket players in bright yellow uniforms walk down the court', 'the indian team walking with their rackets', 'cricket players and spectators standing behind a sign at a game']",walking,Chennai
2023_0512_14370600.jpg,https://drive.google.com/file/d/1iEufEnGVr6DlaR9c4mG4dxNi9-kt1KR8/view?usp=drivesdk,Ajinkya Rahane,Fujifilm,day,indoor,close,12/5/2023,7,"['several people sitting and standing while a woman stands behind them', 'there are some men sitting and one is speaking', 'three people are sitting down in front of a stage speaking and wearing yellow shirts']",speaking,Chennai
2023_0512_14370600.jpg,https://drive.google.com/file/d/1iEufEnGVr6DlaR9c4mG4dxNi9-kt1KR8/view?usp=drivesdk,Devon Conway,Fujifilm,day,indoor,close,12/5/2023,7,"['several people sitting and standing while a woman stands behind them', 'there are some men sitting and one is speaking', 'three people are sitting down in front of a stage speaking and wearing yellow shirts']",speaking,Chennai
2023_0512_14370600.jpg,https://drive.google.com/file/d/1iEufEnGVr6DlaR9c4mG4dxNi9-kt1KR8/view?usp=drivesdk,Devon Conway,Fujifilm,day,indoor,close,12/5/2023,7,"['several people sitting and standing while a woman stands behind them', 'there are some men sitting and one is speaking', 'three people are sitting down in front of a stage speaking and wearing yellow shirts']",speaking,Chennai
2023_0512_14370600.jpg,https://drive.google.com/file/d/1iEufEnGVr6DlaR9c4mG4dxNi9-kt1KR8/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,day,indoor,close,12/5/2023,7,"['several people sitting and standing while a woman stands behind them', 'there are some men sitting and one is speaking', 'three people are sitting down in front of a stage speaking and wearing yellow shirts']",speaking,Chennai
2023_0501_17523200.jpg,https://drive.google.com/file/d/16dogCXWBr0F2Mdwj8txTOiAXj6jQmltn/view?usp=drivesdk,Moeen Ali,Fujifilm,day,indoor,close,1/5/2023,7,"['a crowd is gathered in front of an audience on stage', 'some people standing on a stage for a presentation', 'five men standing on stage with a large screen behind them']",speaking,Chennai
2023_0501_17523200.jpg,https://drive.google.com/file/d/16dogCXWBr0F2Mdwj8txTOiAXj6jQmltn/view?usp=drivesdk,Dwayne Bravo,Fujifilm,day,indoor,close,1/5/2023,7,"['a crowd is gathered in front of an audience on stage', 'some people standing on a stage for a presentation', 'five men standing on stage with a large screen behind them']",speaking,Chennai
2023_0501_17523200.jpg,https://drive.google.com/file/d/16dogCXWBr0F2Mdwj8txTOiAXj6jQmltn/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,indoor,close,1/5/2023,7,"['a crowd is gathered in front of an audience on stage', 'some people standing on a stage for a presentation', 'five men standing on stage with a large screen behind them']",speaking,Chennai
2023_0501_17523200.jpg,https://drive.google.com/file/d/16dogCXWBr0F2Mdwj8txTOiAXj6jQmltn/view?usp=drivesdk,Tushar Deshpande,Fujifilm,day,indoor,close,1/5/2023,7,"['a crowd is gathered in front of an audience on stage', 'some people standing on a stage for a presentation', 'five men standing on stage with a large screen behind them']",speaking,Chennai
2023_0501_17522900.jpg,https://drive.google.com/file/d/16fEgJM_nTDNnF0qd3AeqtA-hw1jKTKEj/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,indoor,close,1/5/2023,7,"['several men standing in front of a large screen', 'a group of men wearing yellow t - shirts are clapping', 'a group of men standing on top of a stage']",speaking,Chennai
2023_0501_17522900.jpg,https://drive.google.com/file/d/16fEgJM_nTDNnF0qd3AeqtA-hw1jKTKEj/view?usp=drivesdk,Dwayne Bravo,Fujifilm,day,indoor,close,1/5/2023,7,"['several men standing in front of a large screen', 'a group of men wearing yellow t - shirts are clapping', 'a group of men standing on top of a stage']",speaking,Chennai
2023_0501_17522900.jpg,https://drive.google.com/file/d/16fEgJM_nTDNnF0qd3AeqtA-hw1jKTKEj/view?usp=drivesdk,Tushar Deshpande,Fujifilm,day,indoor,close,1/5/2023,7,"['several men standing in front of a large screen', 'a group of men wearing yellow t - shirts are clapping', 'a group of men standing on top of a stage']",speaking,Chennai
2023_0501_17522900.jpg,https://drive.google.com/file/d/16fEgJM_nTDNnF0qd3AeqtA-hw1jKTKEj/view?usp=drivesdk,Moeen Ali,Fujifilm,day,indoor,close,1/5/2023,7,"['several men standing in front of a large screen', 'a group of men wearing yellow t - shirts are clapping', 'a group of men standing on top of a stage']",speaking,Chennai
2023_0501_17522600.jpg,https://drive.google.com/file/d/16lfqzCmdo0C1v1i0mtszM_ohrOuSp8NR/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,indoor,close,1/5/2023,7,"['four men standing on stage wearing yellow shirts', 'group of young men posing on stage at an event', 'a group of men standing on a stage holding a microphone']",speaking,Chennai
2023_0501_17522600.jpg,https://drive.google.com/file/d/16lfqzCmdo0C1v1i0mtszM_ohrOuSp8NR/view?usp=drivesdk,Dwayne Bravo,Fujifilm,day,indoor,close,1/5/2023,7,"['four men standing on stage wearing yellow shirts', 'group of young men posing on stage at an event', 'a group of men standing on a stage holding a microphone']",speaking,Chennai
2023_0501_17522600.jpg,https://drive.google.com/file/d/16lfqzCmdo0C1v1i0mtszM_ohrOuSp8NR/view?usp=drivesdk,Tushar Deshpande,Fujifilm,day,indoor,close,1/5/2023,7,"['four men standing on stage wearing yellow shirts', 'group of young men posing on stage at an event', 'a group of men standing on a stage holding a microphone']",speaking,Chennai
2023_0501_17522600.jpg,https://drive.google.com/file/d/16lfqzCmdo0C1v1i0mtszM_ohrOuSp8NR/view?usp=drivesdk,Moeen Ali,Fujifilm,day,indoor,close,1/5/2023,7,"['four men standing on stage wearing yellow shirts', 'group of young men posing on stage at an event', 'a group of men standing on a stage holding a microphone']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Moeen Ali,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Ruturaj Gaikwad,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Ms Dhoni,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Dwayne Bravo,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
2023_0501_17514700.jpg,https://drive.google.com/file/d/178LFFK4kWW1qcbtf3MdsEvJPuhiW7-sC/view?usp=drivesdk,Tushar Deshpande,Fujifilm,day,indoor,close,1/5/2023,7,"['several men sitting on chairs in front of a stage', 'the team is sitting on stage during the presentation', 'the team from the pakistan cricket team, wearing yellow and blue uniforms']",speaking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Rajvardhan Hangargekar,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Maheesh Theekshana,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Ravindra Jadeja,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Shivam Dube,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Eric Simon,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-24.jpg,https://drive.google.com/file/d/1mD3jR9vkrVLF8WX1VCcWUVAVsq6aIx-o/view?usp=drivesdk,Ambati Rayudu,Fujifilm,night,outdoor,close,14/05/2023,7,"['the players are at a game holding rackets', 'a group of men in yellow shirts holding cricket racquets', 'several men in bright yellow jerseys are standing by some signs']",walking,Chennai
CSK-151.jpg,https://drive.google.com/file/d/1oTn3bcAxPbTuDrA_pU4T2FL-IZnH1gJG/view?usp=drivesdk,Stephen Fleming,Fujifilm,night,indoor,close,15/05/2023,7,"['there are some men that have just finished something', 'a team of men in blue and yellow shirts at a table cutting a cake', 'a group of men in uniforms cutting into a birthday cake']",celebrating,Chennai
CSK-151.jpg,https://drive.google.com/file/d/1oTn3bcAxPbTuDrA_pU4T2FL-IZnH1gJG/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,indoor,close,15/05/2023,7,"['there are some men that have just finished something', 'a team of men in blue and yellow shirts at a table cutting a cake', 'a group of men in uniforms cutting into a birthday cake']",celebrating,Chennai
CSK-151.jpg,https://drive.google.com/file/d/1oTn3bcAxPbTuDrA_pU4T2FL-IZnH1gJG/view?usp=drivesdk,Sanjay Natarajan,Fujifilm,night,indoor,close,15/05/2023,7,"['there are some men that have just finished something', 'a team of men in blue and yellow shirts at a table cutting a cake', 'a group of men in uniforms cutting into a birthday cake']",celebrating,Chennai
CSK-148.jpg,https://drive.google.com/file/d/1ToeS7vlwSTgFKxtVOCThQw7Mxd1VsxKn/view?usp=drivesdk,Ajay Mandal,Fujifilm,night,indoor,close,15/05/2023,7,"['a group of men standing around each other', 'there are many men gathered around a cake', 'a group of men standing around a table cut into a cake']",celebrating,Chennai
CSK-148.jpg,https://drive.google.com/file/d/1ToeS7vlwSTgFKxtVOCThQw7Mxd1VsxKn/view?usp=drivesdk,Simarjeet Singh,Fujifilm,night,indoor,close,15/05/2023,7,"['a group of men standing around each other', 'there are many men gathered around a cake', 'a group of men standing around a table cut into a cake']",celebrating,Chennai
